Index,Syllable,Character Slot 1,Character Slot 2,Character Slot 3
6698,옩,ㅇ,ㅗ,ㄵ
6699,옪,ㅇ,ㅗ,ㄶ
6700,옫,ㅇ,ㅗ,ㄷ
6701,올,ㅇ,ㅗ,ㄹ
6702,옭,ㅇ,ㅗ,ㄺ
6703,옮,ㅇ,ㅗ,ㄻ
6704,옯,ㅇ,ㅗ,ㄼ
6705,옰,ㅇ,ㅗ,ㄽ
6706,옱,ㅇ,ㅗ,ㄾ
6707,옲,ㅇ,ㅗ,ㄿ
6708,옳,ㅇ,ㅗ,ㅀ
6709,옴,ㅇ,ㅗ,ㅁ
6710,옵,ㅇ,ㅗ,ㅂ
6711,옶,ㅇ,ㅗ,ㅄ
6712,옷,ㅇ,ㅗ,ㅅ
6713,옸,ㅇ,ㅗ,ㅆ
6714,옹,ㅇ,ㅗ,ㅇ
6715,옺,ㅇ,ㅗ,ㅈ
6716,옻,ㅇ,ㅗ,ㅊ
6717,옼,ㅇ,ㅗ,ㅋ
6718,옽,ㅇ,ㅗ,ㅌ
6719,옾,ㅇ,ㅗ,ㅍ
6720,옿,ㅇ,ㅗ,ㅎ
6721,와,ㅇ,ㅘ,
6722,왁,ㅇ,ㅘ,ㄱ
6723,왂,ㅇ,ㅘ,ㄲ
6724,왃,ㅇ,ㅘ,ㄳ
6725,완,ㅇ,ㅘ,ㄴ
6726,왅,ㅇ,ㅘ,ㄵ
6727,왆,ㅇ,ㅘ,ㄶ
6728,왇,ㅇ,ㅘ,ㄷ
6729,왈,ㅇ,ㅘ,ㄹ
6730,왉,ㅇ,ㅘ,ㄺ
6731,왊,ㅇ,ㅘ,ㄻ
6732,왋,ㅇ,ㅘ,ㄼ
6733,왌,ㅇ,ㅘ,ㄽ
6734,왍,ㅇ,ㅘ,ㄾ
6735,왎,ㅇ,ㅘ,ㄿ
6736,왏,ㅇ,ㅘ,ㅀ
6737,왐,ㅇ,ㅘ,ㅁ
6738,왑,ㅇ,ㅘ,ㅂ
6739,왒,ㅇ,ㅘ,ㅄ
6740,왓,ㅇ,ㅘ,ㅅ
6741,왔,ㅇ,ㅘ,ㅆ
6742,왕,ㅇ,ㅘ,ㅇ
6743,왖,ㅇ,ㅘ,ㅈ
6744,왗,ㅇ,ㅘ,ㅊ
6745,왘,ㅇ,ㅘ,ㅋ
6746,왙,ㅇ,ㅘ,ㅌ
6747,왚,ㅇ,ㅘ,ㅍ
6748,왛,ㅇ,ㅘ,ㅎ
6749,왜,ㅇ,ㅙ,
6750,왝,ㅇ,ㅙ,ㄱ
6751,왞,ㅇ,ㅙ,ㄲ
6752,왟,ㅇ,ㅙ,ㄳ
6753,왠,ㅇ,ㅙ,ㄴ
6754,왡,ㅇ,ㅙ,ㄵ
6755,왢,ㅇ,ㅙ,ㄶ
6756,왣,ㅇ,ㅙ,ㄷ
6757,왤,ㅇ,ㅙ,ㄹ
6758,왥,ㅇ,ㅙ,ㄺ
6759,왦,ㅇ,ㅙ,ㄻ
6760,왧,ㅇ,ㅙ,ㄼ
6761,왨,ㅇ,ㅙ,ㄽ
6762,왩,ㅇ,ㅙ,ㄾ
6763,왪,ㅇ,ㅙ,ㄿ
6764,왫,ㅇ,ㅙ,ㅀ
6765,왬,ㅇ,ㅙ,ㅁ
6766,왭,ㅇ,ㅙ,ㅂ
6767,왮,ㅇ,ㅙ,ㅄ
6768,왯,ㅇ,ㅙ,ㅅ
6769,왰,ㅇ,ㅙ,ㅆ
6770,왱,ㅇ,ㅙ,ㅇ
6771,왲,ㅇ,ㅙ,ㅈ
6772,왳,ㅇ,ㅙ,ㅊ
6773,왴,ㅇ,ㅙ,ㅋ
6774,왵,ㅇ,ㅙ,ㅌ
6775,왶,ㅇ,ㅙ,ㅍ
6776,왷,ㅇ,ㅙ,ㅎ
6777,외,ㅇ,ㅚ,
6778,왹,ㅇ,ㅚ,ㄱ
6779,왺,ㅇ,ㅚ,ㄲ
6780,왻,ㅇ,ㅚ,ㄳ
6781,왼,ㅇ,ㅚ,ㄴ
6782,왽,ㅇ,ㅚ,ㄵ
6783,왾,ㅇ,ㅚ,ㄶ
6784,왿,ㅇ,ㅚ,ㄷ
6785,욀,ㅇ,ㅚ,ㄹ
6786,욁,ㅇ,ㅚ,ㄺ
6787,욂,ㅇ,ㅚ,ㄻ
6788,욃,ㅇ,ㅚ,ㄼ
6789,욄,ㅇ,ㅚ,ㄽ
6790,욅,ㅇ,ㅚ,ㄾ
6791,욆,ㅇ,ㅚ,ㄿ
6792,욇,ㅇ,ㅚ,ㅀ
6793,욈,ㅇ,ㅚ,ㅁ
6794,욉,ㅇ,ㅚ,ㅂ
6795,욊,ㅇ,ㅚ,ㅄ
6796,욋,ㅇ,ㅚ,ㅅ
6797,욌,ㅇ,ㅚ,ㅆ
6798,욍,ㅇ,ㅚ,ㅇ
6799,욎,ㅇ,ㅚ,ㅈ
6800,욏,ㅇ,ㅚ,ㅊ
6801,욐,ㅇ,ㅚ,ㅋ
6802,욑,ㅇ,ㅚ,ㅌ
6803,욒,ㅇ,ㅚ,ㅍ
6804,욓,ㅇ,ㅚ,ㅎ
6805,요,ㅇ,ㅛ,
6806,욕,ㅇ,ㅛ,ㄱ
6807,욖,ㅇ,ㅛ,ㄲ
6808,욗,ㅇ,ㅛ,ㄳ
6809,욘,ㅇ,ㅛ,ㄴ
6810,욙,ㅇ,ㅛ,ㄵ
6811,욚,ㅇ,ㅛ,ㄶ
6812,욛,ㅇ,ㅛ,ㄷ
6813,욜,ㅇ,ㅛ,ㄹ
6814,욝,ㅇ,ㅛ,ㄺ
6815,욞,ㅇ,ㅛ,ㄻ
6816,욟,ㅇ,ㅛ,ㄼ
6817,욠,ㅇ,ㅛ,ㄽ
6818,욡,ㅇ,ㅛ,ㄾ
6819,욢,ㅇ,ㅛ,ㄿ
6820,욣,ㅇ,ㅛ,ㅀ
6821,욤,ㅇ,ㅛ,ㅁ
6822,욥,ㅇ,ㅛ,ㅂ
6823,욦,ㅇ,ㅛ,ㅄ
6824,욧,ㅇ,ㅛ,ㅅ
6825,욨,ㅇ,ㅛ,ㅆ
6826,용,ㅇ,ㅛ,ㅇ
6827,욪,ㅇ,ㅛ,ㅈ
6828,욫,ㅇ,ㅛ,ㅊ
6829,욬,ㅇ,ㅛ,ㅋ
6830,욭,ㅇ,ㅛ,ㅌ
6831,욮,ㅇ,ㅛ,ㅍ
6832,욯,ㅇ,ㅛ,ㅎ
6833,우,ㅇ,ㅜ,
6834,욱,ㅇ,ㅜ,ㄱ
6835,욲,ㅇ,ㅜ,ㄲ
6836,욳,ㅇ,ㅜ,ㄳ
6837,운,ㅇ,ㅜ,ㄴ
6838,욵,ㅇ,ㅜ,ㄵ
6839,욶,ㅇ,ㅜ,ㄶ
6840,욷,ㅇ,ㅜ,ㄷ
6841,울,ㅇ,ㅜ,ㄹ
6842,욹,ㅇ,ㅜ,ㄺ
6843,욺,ㅇ,ㅜ,ㄻ
6844,욻,ㅇ,ㅜ,ㄼ
6845,욼,ㅇ,ㅜ,ㄽ
6846,욽,ㅇ,ㅜ,ㄾ
6847,욾,ㅇ,ㅜ,ㄿ
6848,욿,ㅇ,ㅜ,ㅀ
6849,움,ㅇ,ㅜ,ㅁ
6850,웁,ㅇ,ㅜ,ㅂ
6851,웂,ㅇ,ㅜ,ㅄ
6852,웃,ㅇ,ㅜ,ㅅ
6853,웄,ㅇ,ㅜ,ㅆ
6854,웅,ㅇ,ㅜ,ㅇ
6855,웆,ㅇ,ㅜ,ㅈ
6856,웇,ㅇ,ㅜ,ㅊ
6857,웈,ㅇ,ㅜ,ㅋ
6858,웉,ㅇ,ㅜ,ㅌ
6859,웊,ㅇ,ㅜ,ㅍ
6860,웋,ㅇ,ㅜ,ㅎ
6861,워,ㅇ,ㅝ,
6862,웍,ㅇ,ㅝ,ㄱ
6863,웎,ㅇ,ㅝ,ㄲ
6864,웏,ㅇ,ㅝ,ㄳ
6865,원,ㅇ,ㅝ,ㄴ
6866,웑,ㅇ,ㅝ,ㄵ
6867,웒,ㅇ,ㅝ,ㄶ
6868,웓,ㅇ,ㅝ,ㄷ
6869,월,ㅇ,ㅝ,ㄹ
6870,웕,ㅇ,ㅝ,ㄺ
6871,웖,ㅇ,ㅝ,ㄻ
6872,웗,ㅇ,ㅝ,ㄼ
6873,웘,ㅇ,ㅝ,ㄽ
6874,웙,ㅇ,ㅝ,ㄾ
6875,웚,ㅇ,ㅝ,ㄿ
6876,웛,ㅇ,ㅝ,ㅀ
6877,웜,ㅇ,ㅝ,ㅁ
6878,웝,ㅇ,ㅝ,ㅂ
6879,웞,ㅇ,ㅝ,ㅄ
6880,웟,ㅇ,ㅝ,ㅅ
6881,웠,ㅇ,ㅝ,ㅆ
6882,웡,ㅇ,ㅝ,ㅇ
6883,웢,ㅇ,ㅝ,ㅈ
6884,웣,ㅇ,ㅝ,ㅊ
6885,웤,ㅇ,ㅝ,ㅋ
6886,웥,ㅇ,ㅝ,ㅌ
6887,웦,ㅇ,ㅝ,ㅍ
6888,웧,ㅇ,ㅝ,ㅎ
6889,웨,ㅇ,ㅞ,
6890,웩,ㅇ,ㅞ,ㄱ
6891,웪,ㅇ,ㅞ,ㄲ
6892,웫,ㅇ,ㅞ,ㄳ
6893,웬,ㅇ,ㅞ,ㄴ
6894,웭,ㅇ,ㅞ,ㄵ
6895,웮,ㅇ,ㅞ,ㄶ
6896,웯,ㅇ,ㅞ,ㄷ
6897,웰,ㅇ,ㅞ,ㄹ
6898,웱,ㅇ,ㅞ,ㄺ
6899,웲,ㅇ,ㅞ,ㄻ
6900,웳,ㅇ,ㅞ,ㄼ
6901,웴,ㅇ,ㅞ,ㄽ
6902,웵,ㅇ,ㅞ,ㄾ
6903,웶,ㅇ,ㅞ,ㄿ
6904,웷,ㅇ,ㅞ,ㅀ
6905,웸,ㅇ,ㅞ,ㅁ
6906,웹,ㅇ,ㅞ,ㅂ
6907,웺,ㅇ,ㅞ,ㅄ
6908,웻,ㅇ,ㅞ,ㅅ
6909,웼,ㅇ,ㅞ,ㅆ
6910,웽,ㅇ,ㅞ,ㅇ
6911,웾,ㅇ,ㅞ,ㅈ
6912,웿,ㅇ,ㅞ,ㅊ
6913,윀,ㅇ,ㅞ,ㅋ
6914,윁,ㅇ,ㅞ,ㅌ
6915,윂,ㅇ,ㅞ,ㅍ
6916,윃,ㅇ,ㅞ,ㅎ
6917,위,ㅇ,ㅟ,
6918,윅,ㅇ,ㅟ,ㄱ
6919,윆,ㅇ,ㅟ,ㄲ
6920,윇,ㅇ,ㅟ,ㄳ
6921,윈,ㅇ,ㅟ,ㄴ
6922,윉,ㅇ,ㅟ,ㄵ
6923,윊,ㅇ,ㅟ,ㄶ
6924,윋,ㅇ,ㅟ,ㄷ
6925,윌,ㅇ,ㅟ,ㄹ
6926,윍,ㅇ,ㅟ,ㄺ
6927,윎,ㅇ,ㅟ,ㄻ
6928,윏,ㅇ,ㅟ,ㄼ
6929,윐,ㅇ,ㅟ,ㄽ
6930,윑,ㅇ,ㅟ,ㄾ
6931,윒,ㅇ,ㅟ,ㄿ
6932,윓,ㅇ,ㅟ,ㅀ
6933,윔,ㅇ,ㅟ,ㅁ
6934,윕,ㅇ,ㅟ,ㅂ
6935,윖,ㅇ,ㅟ,ㅄ
6936,윗,ㅇ,ㅟ,ㅅ
6937,윘,ㅇ,ㅟ,ㅆ
6938,윙,ㅇ,ㅟ,ㅇ
6939,윚,ㅇ,ㅟ,ㅈ
6940,윛,ㅇ,ㅟ,ㅊ
6941,윜,ㅇ,ㅟ,ㅋ
6942,윝,ㅇ,ㅟ,ㅌ
6943,윞,ㅇ,ㅟ,ㅍ
6944,윟,ㅇ,ㅟ,ㅎ
6945,유,ㅇ,ㅠ,
6946,육,ㅇ,ㅠ,ㄱ
6947,윢,ㅇ,ㅠ,ㄲ
6948,윣,ㅇ,ㅠ,ㄳ
6949,윤,ㅇ,ㅠ,ㄴ
6950,윥,ㅇ,ㅠ,ㄵ
6951,윦,ㅇ,ㅠ,ㄶ
6952,윧,ㅇ,ㅠ,ㄷ
6953,율,ㅇ,ㅠ,ㄹ
6954,윩,ㅇ,ㅠ,ㄺ
6955,윪,ㅇ,ㅠ,ㄻ
6956,윫,ㅇ,ㅠ,ㄼ
6957,윬,ㅇ,ㅠ,ㄽ
6958,윭,ㅇ,ㅠ,ㄾ
6959,윮,ㅇ,ㅠ,ㄿ
6960,윯,ㅇ,ㅠ,ㅀ
6961,윰,ㅇ,ㅠ,ㅁ
6962,윱,ㅇ,ㅠ,ㅂ
6963,윲,ㅇ,ㅠ,ㅄ
6964,윳,ㅇ,ㅠ,ㅅ
6965,윴,ㅇ,ㅠ,ㅆ
6966,융,ㅇ,ㅠ,ㅇ
6967,윶,ㅇ,ㅠ,ㅈ
6968,윷,ㅇ,ㅠ,ㅊ
6969,윸,ㅇ,ㅠ,ㅋ
6970,윹,ㅇ,ㅠ,ㅌ
6971,윺,ㅇ,ㅠ,ㅍ
6972,윻,ㅇ,ㅠ,ㅎ
6973,으,ㅇ,ㅡ,
6974,윽,ㅇ,ㅡ,ㄱ
6975,윾,ㅇ,ㅡ,ㄲ
6976,윿,ㅇ,ㅡ,ㄳ
6977,은,ㅇ,ㅡ,ㄴ
6978,읁,ㅇ,ㅡ,ㄵ
6979,읂,ㅇ,ㅡ,ㄶ
6980,읃,ㅇ,ㅡ,ㄷ
6981,을,ㅇ,ㅡ,ㄹ
6982,읅,ㅇ,ㅡ,ㄺ
6983,읆,ㅇ,ㅡ,ㄻ
6984,읇,ㅇ,ㅡ,ㄼ
6985,읈,ㅇ,ㅡ,ㄽ
6986,읉,ㅇ,ㅡ,ㄾ
6987,읊,ㅇ,ㅡ,ㄿ
6988,읋,ㅇ,ㅡ,ㅀ
6989,음,ㅇ,ㅡ,ㅁ
6990,읍,ㅇ,ㅡ,ㅂ
6991,읎,ㅇ,ㅡ,ㅄ
6992,읏,ㅇ,ㅡ,ㅅ
6993,읐,ㅇ,ㅡ,ㅆ
6994,응,ㅇ,ㅡ,ㅇ
6995,읒,ㅇ,ㅡ,ㅈ
6996,읓,ㅇ,ㅡ,ㅊ
6997,읔,ㅇ,ㅡ,ㅋ
6998,읕,ㅇ,ㅡ,ㅌ
6999,읖,ㅇ,ㅡ,ㅍ
7000,읗,ㅇ,ㅡ,ㅎ
7001,의,ㅇ,ㅢ,
7002,읙,ㅇ,ㅢ,ㄱ
7003,읚,ㅇ,ㅢ,ㄲ
7004,읛,ㅇ,ㅢ,ㄳ
7005,읜,ㅇ,ㅢ,ㄴ
7006,읝,ㅇ,ㅢ,ㄵ
7007,읞,ㅇ,ㅢ,ㄶ
7008,읟,ㅇ,ㅢ,ㄷ
7009,읠,ㅇ,ㅢ,ㄹ
7010,읡,ㅇ,ㅢ,ㄺ
7011,읢,ㅇ,ㅢ,ㄻ
7012,읣,ㅇ,ㅢ,ㄼ
7013,읤,ㅇ,ㅢ,ㄽ
7014,읥,ㅇ,ㅢ,ㄾ
7015,읦,ㅇ,ㅢ,ㄿ
7016,읧,ㅇ,ㅢ,ㅀ
7017,읨,ㅇ,ㅢ,ㅁ
7018,읩,ㅇ,ㅢ,ㅂ
7019,읪,ㅇ,ㅢ,ㅄ
7020,읫,ㅇ,ㅢ,ㅅ
7021,읬,ㅇ,ㅢ,ㅆ
7022,읭,ㅇ,ㅢ,ㅇ
7023,읮,ㅇ,ㅢ,ㅈ
7024,읯,ㅇ,ㅢ,ㅊ
7025,읰,ㅇ,ㅢ,ㅋ
7026,읱,ㅇ,ㅢ,ㅌ
7027,읲,ㅇ,ㅢ,ㅍ
7028,읳,ㅇ,ㅢ,ㅎ
7029,이,ㅇ,ㅣ,
7030,익,ㅇ,ㅣ,ㄱ
7031,읶,ㅇ,ㅣ,ㄲ
7032,읷,ㅇ,ㅣ,ㄳ
7033,인,ㅇ,ㅣ,ㄴ
7034,읹,ㅇ,ㅣ,ㄵ
7035,읺,ㅇ,ㅣ,ㄶ
7036,읻,ㅇ,ㅣ,ㄷ
7037,일,ㅇ,ㅣ,ㄹ
7038,읽,ㅇ,ㅣ,ㄺ
7039,읾,ㅇ,ㅣ,ㄻ
7040,읿,ㅇ,ㅣ,ㄼ
7041,잀,ㅇ,ㅣ,ㄽ
7042,잁,ㅇ,ㅣ,ㄾ
7043,잂,ㅇ,ㅣ,ㄿ
7044,잃,ㅇ,ㅣ,ㅀ
7045,임,ㅇ,ㅣ,ㅁ
7046,입,ㅇ,ㅣ,ㅂ
7047,잆,ㅇ,ㅣ,ㅄ
7048,잇,ㅇ,ㅣ,ㅅ
7049,있,ㅇ,ㅣ,ㅆ
7050,잉,ㅇ,ㅣ,ㅇ
7051,잊,ㅇ,ㅣ,ㅈ
7052,잋,ㅇ,ㅣ,ㅊ
7053,잌,ㅇ,ㅣ,ㅋ
7054,잍,ㅇ,ㅣ,ㅌ
7055,잎,ㅇ,ㅣ,ㅍ
7056,잏,ㅇ,ㅣ,ㅎ
7057,자,ㅈ,ㅏ,
7058,작,ㅈ,ㅏ,ㄱ
7059,잒,ㅈ,ㅏ,ㄲ
7060,잓,ㅈ,ㅏ,ㄳ
7061,잔,ㅈ,ㅏ,ㄴ
7062,잕,ㅈ,ㅏ,ㄵ
7063,잖,ㅈ,ㅏ,ㄶ
7064,잗,ㅈ,ㅏ,ㄷ
7065,잘,ㅈ,ㅏ,ㄹ
7066,잙,ㅈ,ㅏ,ㄺ
7067,잚,ㅈ,ㅏ,ㄻ
7068,잛,ㅈ,ㅏ,ㄼ
7069,잜,ㅈ,ㅏ,ㄽ
7070,잝,ㅈ,ㅏ,ㄾ
7071,잞,ㅈ,ㅏ,ㄿ
7072,잟,ㅈ,ㅏ,ㅀ
7073,잠,ㅈ,ㅏ,ㅁ
7074,잡,ㅈ,ㅏ,ㅂ
7075,잢,ㅈ,ㅏ,ㅄ
7076,잣,ㅈ,ㅏ,ㅅ
7077,잤,ㅈ,ㅏ,ㅆ
7078,장,ㅈ,ㅏ,ㅇ
7079,잦,ㅈ,ㅏ,ㅈ
7080,잧,ㅈ,ㅏ,ㅊ
7081,잨,ㅈ,ㅏ,ㅋ
7082,잩,ㅈ,ㅏ,ㅌ
7083,잪,ㅈ,ㅏ,ㅍ
7084,잫,ㅈ,ㅏ,ㅎ
7085,재,ㅈ,ㅐ,
7086,잭,ㅈ,ㅐ,ㄱ
7087,잮,ㅈ,ㅐ,ㄲ
7088,잯,ㅈ,ㅐ,ㄳ
7089,잰,ㅈ,ㅐ,ㄴ
7090,잱,ㅈ,ㅐ,ㄵ
7091,잲,ㅈ,ㅐ,ㄶ
7092,잳,ㅈ,ㅐ,ㄷ
7093,잴,ㅈ,ㅐ,ㄹ
7094,잵,ㅈ,ㅐ,ㄺ
7095,잶,ㅈ,ㅐ,ㄻ
7096,잷,ㅈ,ㅐ,ㄼ
7097,잸,ㅈ,ㅐ,ㄽ
7098,잹,ㅈ,ㅐ,ㄾ
7099,잺,ㅈ,ㅐ,ㄿ
7100,잻,ㅈ,ㅐ,ㅀ
7101,잼,ㅈ,ㅐ,ㅁ
7102,잽,ㅈ,ㅐ,ㅂ
7103,잾,ㅈ,ㅐ,ㅄ
7104,잿,ㅈ,ㅐ,ㅅ
7105,쟀,ㅈ,ㅐ,ㅆ
7106,쟁,ㅈ,ㅐ,ㅇ
7107,쟂,ㅈ,ㅐ,ㅈ
7108,쟃,ㅈ,ㅐ,ㅊ
7109,쟄,ㅈ,ㅐ,ㅋ
7110,쟅,ㅈ,ㅐ,ㅌ
7111,쟆,ㅈ,ㅐ,ㅍ
7112,쟇,ㅈ,ㅐ,ㅎ
7113,쟈,ㅈ,ㅑ,
7114,쟉,ㅈ,ㅑ,ㄱ
7115,쟊,ㅈ,ㅑ,ㄲ
7116,쟋,ㅈ,ㅑ,ㄳ
7117,쟌,ㅈ,ㅑ,ㄴ
7118,쟍,ㅈ,ㅑ,ㄵ
7119,쟎,ㅈ,ㅑ,ㄶ
7120,쟏,ㅈ,ㅑ,ㄷ
7121,쟐,ㅈ,ㅑ,ㄹ
7122,쟑,ㅈ,ㅑ,ㄺ
7123,쟒,ㅈ,ㅑ,ㄻ
7124,쟓,ㅈ,ㅑ,ㄼ
7125,쟔,ㅈ,ㅑ,ㄽ
7126,쟕,ㅈ,ㅑ,ㄾ
7127,쟖,ㅈ,ㅑ,ㄿ
7128,쟗,ㅈ,ㅑ,ㅀ
7129,쟘,ㅈ,ㅑ,ㅁ
7130,쟙,ㅈ,ㅑ,ㅂ
7131,쟚,ㅈ,ㅑ,ㅄ
7132,쟛,ㅈ,ㅑ,ㅅ
7133,쟜,ㅈ,ㅑ,ㅆ
7134,쟝,ㅈ,ㅑ,ㅇ
7135,쟞,ㅈ,ㅑ,ㅈ
7136,쟟,ㅈ,ㅑ,ㅊ
7137,쟠,ㅈ,ㅑ,ㅋ
7138,쟡,ㅈ,ㅑ,ㅌ
7139,쟢,ㅈ,ㅑ,ㅍ
7140,쟣,ㅈ,ㅑ,ㅎ
7141,쟤,ㅈ,ㅒ,
7142,쟥,ㅈ,ㅒ,ㄱ
7143,쟦,ㅈ,ㅒ,ㄲ
7144,쟧,ㅈ,ㅒ,ㄳ
7145,쟨,ㅈ,ㅒ,ㄴ
7146,쟩,ㅈ,ㅒ,ㄵ
7147,쟪,ㅈ,ㅒ,ㄶ
7148,쟫,ㅈ,ㅒ,ㄷ
7149,쟬,ㅈ,ㅒ,ㄹ
7150,쟭,ㅈ,ㅒ,ㄺ
7151,쟮,ㅈ,ㅒ,ㄻ
7152,쟯,ㅈ,ㅒ,ㄼ
7153,쟰,ㅈ,ㅒ,ㄽ
7154,쟱,ㅈ,ㅒ,ㄾ
7155,쟲,ㅈ,ㅒ,ㄿ
7156,쟳,ㅈ,ㅒ,ㅀ
7157,쟴,ㅈ,ㅒ,ㅁ
7158,쟵,ㅈ,ㅒ,ㅂ
7159,쟶,ㅈ,ㅒ,ㅄ
7160,쟷,ㅈ,ㅒ,ㅅ
7161,쟸,ㅈ,ㅒ,ㅆ
7162,쟹,ㅈ,ㅒ,ㅇ
7163,쟺,ㅈ,ㅒ,ㅈ
7164,쟻,ㅈ,ㅒ,ㅊ
7165,쟼,ㅈ,ㅒ,ㅋ
7166,쟽,ㅈ,ㅒ,ㅌ
7167,쟾,ㅈ,ㅒ,ㅍ
7168,쟿,ㅈ,ㅒ,ㅎ
7169,저,ㅈ,ㅓ,
7170,적,ㅈ,ㅓ,ㄱ
7171,젂,ㅈ,ㅓ,ㄲ
7172,젃,ㅈ,ㅓ,ㄳ
7173,전,ㅈ,ㅓ,ㄴ
7174,젅,ㅈ,ㅓ,ㄵ
7175,젆,ㅈ,ㅓ,ㄶ
7176,젇,ㅈ,ㅓ,ㄷ
7177,절,ㅈ,ㅓ,ㄹ
7178,젉,ㅈ,ㅓ,ㄺ
7179,젊,ㅈ,ㅓ,ㄻ
7180,젋,ㅈ,ㅓ,ㄼ
7181,젌,ㅈ,ㅓ,ㄽ
7182,젍,ㅈ,ㅓ,ㄾ
7183,젎,ㅈ,ㅓ,ㄿ
7184,젏,ㅈ,ㅓ,ㅀ
7185,점,ㅈ,ㅓ,ㅁ
7186,접,ㅈ,ㅓ,ㅂ
7187,젒,ㅈ,ㅓ,ㅄ
7188,젓,ㅈ,ㅓ,ㅅ
7189,젔,ㅈ,ㅓ,ㅆ
7190,정,ㅈ,ㅓ,ㅇ
7191,젖,ㅈ,ㅓ,ㅈ
7192,젗,ㅈ,ㅓ,ㅊ
7193,젘,ㅈ,ㅓ,ㅋ
7194,젙,ㅈ,ㅓ,ㅌ
7195,젚,ㅈ,ㅓ,ㅍ
7196,젛,ㅈ,ㅓ,ㅎ
7197,제,ㅈ,ㅔ,
7198,젝,ㅈ,ㅔ,ㄱ
7199,젞,ㅈ,ㅔ,ㄲ
7200,젟,ㅈ,ㅔ,ㄳ
7201,젠,ㅈ,ㅔ,ㄴ
7202,젡,ㅈ,ㅔ,ㄵ
7203,젢,ㅈ,ㅔ,ㄶ
7204,젣,ㅈ,ㅔ,ㄷ
7205,젤,ㅈ,ㅔ,ㄹ
7206,젥,ㅈ,ㅔ,ㄺ
7207,젦,ㅈ,ㅔ,ㄻ
7208,젧,ㅈ,ㅔ,ㄼ
7209,젨,ㅈ,ㅔ,ㄽ
7210,젩,ㅈ,ㅔ,ㄾ
7211,젪,ㅈ,ㅔ,ㄿ
7212,젫,ㅈ,ㅔ,ㅀ
7213,젬,ㅈ,ㅔ,ㅁ
7214,젭,ㅈ,ㅔ,ㅂ
7215,젮,ㅈ,ㅔ,ㅄ
7216,젯,ㅈ,ㅔ,ㅅ
7217,젰,ㅈ,ㅔ,ㅆ
7218,젱,ㅈ,ㅔ,ㅇ
7219,젲,ㅈ,ㅔ,ㅈ
7220,젳,ㅈ,ㅔ,ㅊ
7221,젴,ㅈ,ㅔ,ㅋ
