Year,Ranking,Song,Album,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6,Kevin,SongID,AlbumID,Artist1ID,Artist2ID,Artist3ID,Artist4ID,Artist5ID,Artist6ID,ApproxGenre,Topic,Music Video,Album Year,Song Length
2023,17,I Don't Wanna Be,Chariot,Gavin DeGraw,,,,,,719,https://open.spotify.com/track/17yReVjsDb7Hlvjqz6jhDm,https://open.spotify.com/album/75UQQb5KzyAVOfUUxWBjSe,https://open.spotify.com/artist/5DYAABs8rkY9VhwtENoQCz,,,,,,Alternative,https://www.youtube.com/watch?v=-mgUP7cbStY,https://www.youtube.com/watch?v=8gFCW3PHBws,2003,3:39
2023,18,Cupid - Twin Ver.,The Beginning,FIFTY FIFTY,,,,,,720,https://open.spotify.com/track/739WUU1tPFLO4x4HJq561K,https://open.spotify.com/album/5If2zLk3mlHXuhIS7rQF90,https://open.spotify.com/artist/4GJ6xDCF5jaUqD6avOuQT6,,,,,,Kpop,,,2023,2:54
2023,19,Fierce - Studio Version,Fierce (Studio Version),Jesus Culture,Chris Quilala,,,,,721,https://open.spotify.com/track/35jVid0Qi789ypoem4KMrs,https://open.spotify.com/album/5KLi1WXy0wZdtGYVkujZkW,https://open.spotify.com/artist/0Onvkz1Nbs4wHXXUwOIGk8,https://open.spotify.com/artist/45HXIkMqrQerbaPuw6FgKD,,,,,Worship,,,2016,3:42
2023,20,Take It Slow,Didn't Go Too Far (Behind The Songs),Conner Smith,,,,,,722,https://open.spotify.com/track/1UxgOVvcJ7ZEOlEblmkzV4,https://open.spotify.com/album/6u5NFrLyzt2US0OtNi0bSc,https://open.spotify.com/artist/0y2FPygoi6LVc75pxCgsMk,,,,,,Country,,,2022,2:43
2023,21,The Man Who Can't Be Moved,The Script,The Script,,,,,,723,https://open.spotify.com/track/3nqqDo8CcCLke3ZoTgiOKf,https://open.spotify.com/album/1r5J0N6Ep181K0i8YuTYgO,https://open.spotify.com/artist/3AQRLZ9PuTAozP28Skbq8V,,,,,,Alternative,https://www.youtube.com/watch?v=uAYUfGWD9SM,https://www.youtube.com/watch?v=gS9o1FAszdk,2008,4:01
2023,22,Somewhere Only We Know,Hope And Fears,Keane,,,,,,724,https://open.spotify.com/track/0ll8uFnc0nANY35E0Lfxvg,https://open.spotify.com/album/0qsT8HLvlWaSWIq8Rc95BI,https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz,,,,,,Alternative,,,2004,3:56
2023,23,"I Thank God (feat. Dante Bowe, Maryanne Joshua George & Aaron Moses)",Move Your Heart,Maverick City Music,UPPERROOM,Dante Bowe,Maryanne J. George,Aaron Moses,,725,https://open.spotify.com/track/3IBHk8pwBYyzlKYGVmoWQt,https://open.spotify.com/album/5cqTGnTR7shuPCA2FqyFtR,https://open.spotify.com/artist/58r1rB5t3VF5X6yXGPequV,https://open.spotify.com/artist/107CG0UhUl9GJnPwF83N63,https://open.spotify.com/artist/60JjUCBeLsuJ95WFvqFiFz,https://open.spotify.com/artist/4nMPNmeygaudrlnaoEjpf3,https://open.spotify.com/artist/4QzrhxZWtXfuW6rZATPTE7,,Worship,,,2021,7:45
2023,24,Another In The Fire - Live,People (Live),Hillsong UNITED,Chris Davenport,Joel Houston,,,,726,https://open.spotify.com/track/5PmHmU5AaBy9ld3bdQkD96,https://open.spotify.com/album/5tLfBSUv5KGNNOqbyKo1rD,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM,https://open.spotify.com/artist/6Lu7A9Om0rGL9dgzDLR1ed,https://open.spotify.com/artist/4VJSN1kOmlYi5A6FEmGu64,,,,Worship,,,2019,6:33
2023,25,The Same Love,The Same Love,Paul Baloche,,,,,,727,https://open.spotify.com/track/05rtoZAPLFOM9ZDVWfZumL,https://open.spotify.com/album/4HFO0Q2uneaFlkitMix2RN,https://open.spotify.com/artist/1jH3GuQCPI87UrS0hcScHr,,,,,,Worship,,,2013,4:31
2023,26,Tell Your Mom,Tell Your Mom,Georgia Webster,,,,,,728,https://open.spotify.com/track/6uxGwZV2t6c7Nq2oy1MHvU,https://open.spotify.com/album/49hM7XdEYqFUlVdUGn40Fg,https://open.spotify.com/artist/0SBVbPO2gePQlaDiIfaKDl,,,,,,Pop,,,2020,3:02
2023,27,All About Us,My Forever,He Is We,Owl City,,,,,729,https://open.spotify.com/track/0UQAkAVNk3tubJYlOHyG3q,https://open.spotify.com/album/2TYyy4mug7CIiylNdLZojq,https://open.spotify.com/artist/6yFbpXlBH8XHVQGjUPUvKU,https://open.spotify.com/artist/07QEuhtrNmmZ0zEcqE9SF6,,,,,Love,,,2010,3:26
2023,28,Monday Morning Faith - Acoustic,Heart Cry (Acoustic),SEU Worship,Chelsea Plank,,,,,730,https://open.spotify.com/track/3ljdgbRhp4eD4yZ0HaBX2c,https://open.spotify.com/album/2AS5sgV0G1b6Yo8snoChXJ,https://open.spotify.com/artist/7M7UXUwtz3Wb25PVS8dwHs,https://open.spotify.com/artist/2rZyX9csPrIfGn1E7iSF7y,,,,,Worship,https://www.youtube.com/watch?v=eHhFYTrXvtA,https://www.youtube.com/watch?v=47FSYaayn0o,2023,5:38
2023,29,Everything U Do - Live,ALL AGES ADMITTED,River Valley AGES,,,,,,731,https://open.spotify.com/track/7JMKxWb9ueFuuxe1mqzeCE,https://open.spotify.com/album/2MLykMg4A3Xurzk8kwjyNs,https://open.spotify.com/artist/3Y44hdG7tljyluN4wv9j5h,,,,,,Worship,,,2022,4:45
2023,30,Say (All I Need),Dreaming Out Loud,OneRepublic,,,,,,732,https://open.spotify.com/track/6H4vq5gz0rlNjH0LBzu4An,https://open.spotify.com/album/2KSpGeDoNjqCKg6HL8LAyI,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,,,,,,Alternative,https://www.youtube.com/watch?v=7pASa4TUklc,https://www.youtube.com/watch?v=7pASa4TUklc,2007,3:50
2023,31,Narcissist,Narcissist,Avery Anna,,,,,,733,https://open.spotify.com/track/3LLezpquftwn7QI1rYIovM,https://open.spotify.com/album/0HZiTcB82OPdvbJ2Hny6bK,https://open.spotify.com/artist/5rjz63sgMaAUAyBMyCUK5D,,,,,,Pop,,,2021,2:34
2023,32,Lately,High & Low,Caitlyn Smith,,,,,,734,https://open.spotify.com/track/2TmhGoQFEc0Pr43v9Ub9Rd,https://open.spotify.com/album/3aHniWCq391zmVHUc7zBew,https://open.spotify.com/artist/3uikSah4dwqwuk0EidFI4R,,,,,,Alternative,,,2023,3:27
2023,33,Sunrise,Ages,River Valley AGES,,,,,,735,https://open.spotify.com/track/1ud4Mv6jQJYwr6YOnYr1Si,https://open.spotify.com/album/4qPBNwSJFVnWJj7Z8fmj7k,https://open.spotify.com/artist/3Y44hdG7tljyluN4wv9j5h,,,,,,Worship,,,2022,3:29
2023,34,John Mayer Songs,Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,736,https://open.spotify.com/track/7G16pQzouL8oglLGzYqIsa,https://open.spotify.com/album/1WbnYN5xJRoNCPMQ2Ne0xn,https://open.spotify.com/artist/0SBVbPO2gePQlaDiIfaKDl,,,,,,Pop,,,2022,3:07
2023,35,Homecoming - Live,Homecoming (Live),Bethel Music,Cory Asbury,Gable Price,,,,737,https://open.spotify.com/track/18Kt9lI9qQK5hUHtaIPOP2,https://open.spotify.com/album/1lYaL9YlcMsLXXhmJMDrNL,https://open.spotify.com/artist/26T4yOaOoFJvUvxR87Y9HO,https://open.spotify.com/artist/2gXmjQIxCO8lMnSncluZaU,https://open.spotify.com/artist/2X5RuQR8hFFPlPjMPLzrKa,,,,Worship,,,2021,7:48
2023,36,Greater Still,Song Sessions,Brandon Lake,Essential Worship,,,,,738,https://open.spotify.com/track/3Nc02SZ7F6rfKqaKcDKdvG,https://open.spotify.com/album/6Pcj97L9NRjFHZf5cHuShI,https://open.spotify.com/artist/1bdnGJxkbIIys5Jhk1T74v,https://open.spotify.com/artist/5ovBCDCRU118CMxJ1KpAOw,,,,,Worship,,,2022,4:52
2023,37,I Will Come To You,Middle Of Nowhere,Hanson,,,,,,739,https://open.spotify.com/track/6ZIuoDs3i1KjKurJf9miSs,https://open.spotify.com/album/3StpQT9Qd87FSeWeQAdg1h,https://open.spotify.com/artist/0SdiiPkr02EUdekHZJkt58,,,,,,Pop,,,1997,4:11
2023,38,Overwhelmed,Love Come To Life,Big Daddy Weave,,,,,,740,https://open.spotify.com/track/0UcyrdirFfmpzEKQJ47Ixr,https://open.spotify.com/album/0RDPOY2Nprgx01KCX8XOLM,https://open.spotify.com/artist/4SsMf4SjhOlSqEitcprgBt,,,,,,Worship,,,2012,5:29
2023,39,Last Night,One Thing At A Time,Morgan Wallen,,,,,,741,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn,https://open.spotify.com/album/6i7mF7whyRJuLJ4ogbH2wh,https://open.spotify.com/artist/4oUHIQIBe0LHzYfvXNW4QM,,,,,,Country,,,2023,2:43
2023,40,Brokeness Aside,Season One,All Sons & Daughters,,,,,,742,https://open.spotify.com/track/6x02A6nSxBWlITXk3vNQmw,https://open.spotify.com/album/0SKZC7cvktjidQLucmftED,https://open.spotify.com/artist/44LPOpECjnIlnwH91wo2ir,,,,,,Worship,,,2012,5:52
2023,41,Your Love Never Fails - Live,Your Love Never Fails (Live),Jesus Culture,Chris Quilala,,,,,743,https://open.spotify.com/track/5f7eZRUBHwsf8SMVYVCgrG,https://open.spotify.com/album/6ZIRYHVOcXLm1NFGFgKeBU,https://open.spotify.com/artist/0Onvkz1Nbs4wHXXUwOIGk8,https://open.spotify.com/artist/45HXIkMqrQerbaPuw6FgKD,,,,,Worship,,,2008,7:57
2023,42,Whole Heart (Hold Me Now) - Live,People (Live),Hillsong UNITED,TAYA,Aodhán King,,,,744,https://open.spotify.com/track/3XkNkpfHFB0hoS13DdzJup,https://open.spotify.com/album/5tLfBSUv5KGNNOqbyKo1rD,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM,https://open.spotify.com/artist/3D04fb59z3ANxVaeHBfxtW,https://open.spotify.com/artist/2EpEo5cgrVpjbLIVlwyyQf,,,,Worship,,,2019,7:29
2023,43,Rest on Us (feat. Brandon Lake & Eniola Abioye),Move Your Heart,Maverick City Music,UPPERROOM,Brandon Lake,Eniola Abioye,,,745,https://open.spotify.com/track/0A402ZdxwQzaVdyH5Zav5X,https://open.spotify.com/album/5cqTGnTR7shuPCA2FqyFtR,https://open.spotify.com/artist/58r1rB5t3VF5X6yXGPequV,https://open.spotify.com/artist/107CG0UhUl9GJnPwF83N63,https://open.spotify.com/artist/1bdnGJxkbIIys5Jhk1T74v,https://open.spotify.com/artist/0vUp0HrA2d7mcExuf5Wbo6,,,Worship,,,2021,5:37
2023,44,Maker of the Heavens,Maker of the Heavens,Mosaic MSC,,,,,,746,https://open.spotify.com/track/5ClFem0QzHSMAcxgtClZWI,https://open.spotify.com/album/5xJw2VbpTHBUM3gsBbegw5,https://open.spotify.com/artist/4hAridhpYF50cbO6o7jB3b,,,,,,Worship,https://www.youtube.com/watch?v=pYUpgf3QNkY,https://www.youtube.com/watch?v=1T5IuDPEI2I,2018,4:13
2023,45,So Help Me God,Benjamin William Hastings,Benjamin William Hastings,,,,,,747,https://open.spotify.com/track/0mA4qhgZXwYEOgNi4gANDN,https://open.spotify.com/album/1K9dbdsz6jagqTAkrHHSmk,https://open.spotify.com/artist/6CK4CBL0n07VdVZmfh40nm,,,,,,Worship,,,2022,2:56
2023,46,Closer,For The Sake of the World,Bethel Music,Steffany Gretzinger,,,,,748,https://open.spotify.com/track/7xsirhcgFWOnItsGuBfrv9,https://open.spotify.com/album/4cYPV8aF3JL4AKdbJeFZ86,https://open.spotify.com/artist/26T4yOaOoFJvUvxR87Y9HO,https://open.spotify.com/artist/2akNRvGNB400IDDUMr1PHW,,,,,Worship,https://www.youtube.com/watch?v=ONRqyW-qoIE,https://www.youtube.com/watch?v=jas8siNG3Bo,2012,6:53
2023,47,Found,I'll Be the Branches,Chris Renzema,,,,,,749,https://open.spotify.com/track/7CiqKJPihJReufd4QR0IV3,https://open.spotify.com/album/2fjhKsrzIqkviNxFvvV62l,https://open.spotify.com/artist/2hIvOHaLTl9XCyCbNPwYzT,,,,,,Worship,,,2018,3:51
2023,48,Fast Car,Gettin' Old,Luke Combs,,,,,,750,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT,https://open.spotify.com/album/5Uly85dJHHDfHQCsyUQ8gw,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS,,,,,,Country,,,2023,4:25
2023,49,So Will I (100 Billion X),Wonder,Hillsong UNITED,Benjamin William Hastings,,,,,751,https://open.spotify.com/track/1ed3wNCecRIp6SugyR0w2J,https://open.spotify.com/album/5ZWmzqJe0RH6HdT4ntNaX2,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM,https://open.spotify.com/artist/6CK4CBL0n07VdVZmfh40nm,,,,,Worship,,,2017,6:51
2023,50,Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,,,,,,752,https://open.spotify.com/track/2oyJMZrw1DGvvkT2NbCZ0Y,https://open.spotify.com/album/1yf8bz1b5QKWWyCEJb32S8,https://open.spotify.com/artist/0Bvs8yPjrQSbmVIRqSg1Sp,,,,,,Country,,,2011,3:04
2023,51,Let's Go,Outta Space Love,Group 1 Crew,TobyMac,,,,,753,https://open.spotify.com/track/2Wd3xuKYKEdWZN19UjzGyA,https://open.spotify.com/album/4jvh9Zsnp0nBg5B2HsaWzT,https://open.spotify.com/artist/0S4zLQlUn398bugWd6Inmq,https://open.spotify.com/artist/5VX8hxrcfJWwaTLiqGUHG3,,,,,Worship,,,2010,4:16
2023,52,I'm Listening - Live,Breakthrough (Live),Chris McClarney,Hollyn,,,,,754,https://open.spotify.com/track/4H8aHbObTT2BD16ZUZjD5Y,https://open.spotify.com/album/4ROjH1uLP9Qe7FNunpCTZi,https://open.spotify.com/artist/2Zbb4oqupGY4mmskwlygCp,https://open.spotify.com/artist/2E6Nnh7AAOVajEHHRDALav,,,,,Worship,,,2018,4:45
2023,53,God Turn It Around - Live,Church Of The City (Live),Church of the City,Jon Reddick,,,,,755,https://open.spotify.com/track/7Go2vJ6WboZ9HKrqYn59mr,https://open.spotify.com/album/1eQch9c6HSlHyy9HJmGV1J,https://open.spotify.com/artist/0JEaOx0otT35qgkj1w4oBw,https://open.spotify.com/artist/7H0gjeKVq6IPXcAUZzzhD2,,,,,Worship,,,2020,4:39
2023,54,Not Sayin',Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,756,https://open.spotify.com/track/4HPKWWDhuAUIzBX7NXyMNC,https://open.spotify.com/album/1WbnYN5xJRoNCPMQ2Ne0xn,https://open.spotify.com/artist/0SBVbPO2gePQlaDiIfaKDl,,,,,,Pop,,,2022,3:03
2023,55,Maybe In Another Life,High,Caitlyn Smith,,,,,,757,https://open.spotify.com/track/69meckPoEWAVOUXjkp5ShS,https://open.spotify.com/album/3xqwpX5JdCFwVTsGRBu3sB,https://open.spotify.com/artist/3uikSah4dwqwuk0EidFI4R,,,,,,Alternative,,,2022,4:07
2023,56,I'm Never Getting Over You,Canyons,Gone West,,,,,,758,https://open.spotify.com/track/4vuB5MoNo17v9Y3cnVpqar,https://open.spotify.com/album/4Zp5ixgdG9INHVGuuZfBZS,https://open.spotify.com/artist/1dIS2M2CNnqd2ks8Okqi7A,,,,,,Country,,,2020,3:50
2023,57,YOUR NAME IS POWER,CHOOSE TO WORSHIP,Rend Collective,,,,,,759,https://open.spotify.com/track/07B2uqy1rZZsGCq3idEKBE,https://open.spotify.com/album/2YkuRwXmz9uCPklzmKZ69L,https://open.spotify.com/artist/11Y54BxlxC3UIAUkU2eadQ,,,,,,Worship,,,2020,3:54
2023,58,What I Really Need - Radio Version,What I Really Need (Radio Version),Bryan Fowler,,,,,,760,https://open.spotify.com/track/1LHAJIJNS1UpJXVsfZGiZX,https://open.spotify.com/album/4LnVu5Iiu7yb8X240Xw9Pj,https://open.spotify.com/artist/73tMHfGoCsakZYN5lMUWSc,,,,,,Worship,,,2023,3:55
2023,59,Blessed,Blessed,Lewis Brice,,,,,,761,https://open.spotify.com/track/7herr9burIFLblzjh7c0l3,https://open.spotify.com/album/7C2FYhfQhkkKaHfwfD9vQO,https://open.spotify.com/artist/7uUOszTczQQwzDodHiz4j0,,,,,,Country,https://www.youtube.com/watch?v=obARBK4_UIw,https://www.youtube.com/watch?v=Emi-S5JzkW8,2018,3:31
2023,60,Grace Alone,Grace Alone - EP,The Modern Post,,,,,,762,https://open.spotify.com/track/2bQqF9YpIY0Dh9BOhgdDGA,https://open.spotify.com/album/0wRvwipGXYEgCZHr0Uu37A,https://open.spotify.com/artist/6z989iXQpOqgPU7vDclfna,,,,,,Worship,https://www.youtube.com/watch?v=LIvwHh1k32I,https://www.youtube.com/watch?v=LIvwHh1k32I,2012,3:34
2023,61,One Of Them Girls,Hey World,Lee Brice,,,,,,763,https://open.spotify.com/track/6uyiyatWPCqC59Mm4rO8xL,https://open.spotify.com/album/7zhKZcqIJkkeqrswshd15r,https://open.spotify.com/artist/5Zq7R5qmi58ByYyBQTlNuk,,,,,,Country,,,2020,3:08
2023,62,The Long Way Home (feat. David Dunn),The Long Way Home (feat. David Dunn),Neon Feather,David Dunn,,,,,764,https://open.spotify.com/track/6zfu4k6vbdOw81D0oT1Q54,https://open.spotify.com/album/7lgWJtIgaoQ2tuNT520P2p,https://open.spotify.com/artist/2gKOyAK7jvza3CP58EcLKD,https://open.spotify.com/artist/2LMxvfKfRVSodQTzr6vmlh,,,,,Worship,,,2017,3:26
2023,63,sometimes - live in new york,brent (live in new york),Chelsea Cutler,,,,,,765,https://open.spotify.com/track/7xmN807iafZqBvipkPuZiU,https://open.spotify.com/album/7arjcTD436usuIcRA7tRqc,https://open.spotify.com/artist/5JMLG56F1X5mFmWNmS0iAp,,,,,,Alternative,,,2019,4:32
2023,64,Nothin' Lasts Forever (with Tenille Townes),Backslider,Elvie Shane,,,,,,766,https://open.spotify.com/track/7lghYn4L6Mja73ibTmjRv9,https://open.spotify.com/album/0iyg3QqROay2R4ejj8GBqP,https://open.spotify.com/artist/2eIB6vFotL2su94z3pUC1j,,,,,,Country,,,2021,3:09
2023,65,Hills and Valleys (The Valleys Version),Hills and Valleys (Deluxe Edition),Tauren Wells,,,,,,767,https://open.spotify.com/track/398Dfg7EisARPcvixgrtuI,https://open.spotify.com/album/30BOQ9C4YXbORhmIpvMrVw,https://open.spotify.com/artist/3SKza3YPBri1k43LB1Tqy4,,,,,,Worship,,,2017,4:09
2023,66,Even If,Lifer,MercyMe,,,,,,768,https://open.spotify.com/track/1zNkDuAsIpMf9vAMxeZ8Ih,https://open.spotify.com/album/3KVlZJCLMdeU43OwSU0Hac,https://open.spotify.com/artist/6APm8EjxOHSYM5B4i3vT3q,,,,,,Worship,https://www.youtube.com/watch?v=gEKc2dNEFVY,https://www.youtube.com/watch?v=B6fA35Ved-Y,2017,4:15
2023,67,Set Fire to the Rain,21,Adele,,,,,,769,https://open.spotify.com/track/7j4OmvkjRz0PrjFADlHfQx,https://open.spotify.com/album/4HYlttFwVHZaz7gguxaN9H,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,,,,,,Love,,,2011,4:02
2023,68,The Bullet,The Bullet,Derek Austin,Ashley Cooke,,,,,770,https://open.spotify.com/track/4i9qmI10aOqRG1WuJfbEBL,https://open.spotify.com/album/4sttddspkAU2R3pl2Q6QJC,https://open.spotify.com/artist/0uNsoq1EVnteLuHRwzvYfZ,https://open.spotify.com/artist/2qwXeRk8VBAegbUnf3xdyi,,,,,Country,,,2021,3:21
2023,69,Home Is Where The Heartbreak Is,Canyons,Gone West,,,,,,771,https://open.spotify.com/track/4XD1fAP3Amw4uyLKG1xacg,https://open.spotify.com/album/4Zp5ixgdG9INHVGuuZfBZS,https://open.spotify.com/artist/1dIS2M2CNnqd2ks8Okqi7A,,,,,,Country,,,2020,3:25
2023,70,Good Grace - Live,People (Live),Hillsong UNITED,Joel Houston,Matt Crocker,,,,772,https://open.spotify.com/track/7nzmXUrZwSOJPNmV0mOmEn,https://open.spotify.com/album/5tLfBSUv5KGNNOqbyKo1rD,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM,https://open.spotify.com/artist/4VJSN1kOmlYi5A6FEmGu64,https://open.spotify.com/artist/6vGCQS2VmikoQOsXgFN3Ec,,,,Worship,,,2019,5:53
2023,71,7 Summers,Dangerous: The Double Album,Morgan Wallen,,,,,,773,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ,https://open.spotify.com/album/6JlCkqkqobGirPsaleJpFr,https://open.spotify.com/artist/4oUHIQIBe0LHzYfvXNW4QM,,,,,,Country,https://www.youtube.com/watch?v=H8t7J-9N948,https://www.youtube.com/watch?v=Db_mZ_2gtLg,2021,3:30
2023,72,back in the saddle,shot in the dark,Ashley Cooke,,,,,,774,https://open.spotify.com/track/4FHlPEVeZZa8MiaJGR3ovi,https://open.spotify.com/album/2mb9T1V9feTNeGUNvXycfJ,https://open.spotify.com/artist/2qwXeRk8VBAegbUnf3xdyi,,,,,,Country,,,2023,2:57
2023,73,Yes I Will,Bright Faith Bold Future,Vertical Worship,,,,,,775,https://open.spotify.com/track/1sF4VadVaVTvp9WTEy79JT,https://open.spotify.com/album/4jrX2w9Y3shbQNVhT43jbj,https://open.spotify.com/artist/6N6Sk9XOoHsadAGYR44C2o,,,,,,Worship,,,2018,3:54
2023,74,What I Really Need - Song Session,What I Really Need (Song Session),Bryan Fowler,Essential Worship,,,,,776,https://open.spotify.com/track/5BLIgSXfNzuQjrbpAxMQ83,https://open.spotify.com/album/48mAdCu4XdFE4D8xkjbuy2,https://open.spotify.com/artist/73tMHfGoCsakZYN5lMUWSc,https://open.spotify.com/artist/5ovBCDCRU118CMxJ1KpAOw,,,,,Worship,,,2023,4:24
2023,75,More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,,,,,,777,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS,https://open.spotify.com/album/6JlCkqkqobGirPsaleJpFr,https://open.spotify.com/artist/4oUHIQIBe0LHzYfvXNW4QM,,,,,,Country,https://www.youtube.com/watch?v=aA6EddCAn2M,https://m.youtube.com/watch?v=MS82JAkBkDY&t=1m48s,2021,3:36
2023,76,Kiss Me Slowly,The Way It Was,Parachute,,,,,,778,https://open.spotify.com/track/72R0X0h8YaxYNpegeoOl0M,https://open.spotify.com/album/7drIw3eAGaFbqjAQe9EMYF,https://open.spotify.com/artist/2PCUhxD40qlMqsKHjTZD2e,,,,,,Love,,,2011,3:55
2023,77,Echo Holy - In Studio,Echo Holy (In Studio),Red Rocks Worship,,,,,,779,https://open.spotify.com/track/2OhnLpvox9a6zELiP3HZ9c,https://open.spotify.com/album/3H6l6EZ2HVq7VK2creHKuI,https://open.spotify.com/artist/48AVv3cw03WdSB5b4qmNCr,,,,,,Worship,https://www.youtube.com/watch?v=WEZ9Q-yveIw,https://www.youtube.com/watch?v=LVItN1g9dac,2021,3:17
2023,78,Yesterday's Song,Yesterday's Song,Hunter Hayes,,,,,,780,https://open.spotify.com/track/5qTjvpagQB3YZ3hmZWsv45,https://open.spotify.com/album/6HtHSmeow7AJZGEYpEbFL0,https://open.spotify.com/artist/7H6dkUChT5EoOQtUVMg4cN,,,,,,Country,,,2016,3:43
2023,79,Faithful,Faithful,Erik Neider,,,,,,781,https://open.spotify.com/track/0sw4u9EcSC2E6rtCCdglHZ,https://open.spotify.com/album/6AfVe2fUexeUZjPb0LFXg7,https://open.spotify.com/artist/5LfJyJ9ZnWxRWawuGFIMMh,,,,,,Worship,,,2017,4:44
2023,80,Only Just A Call Away,Everybody Wants,The Struts,,,,,,782,https://open.spotify.com/track/3YXVnD4ITbQN9ddc3mKxRY,https://open.spotify.com/album/7iLnNik9W0ttekJblYrVfj,https://open.spotify.com/artist/3lDpdwM8KILepMHqBWUhIA,,,,,,Pop,https://www.youtube.com/watch?v=_SjN516BlKU,https://www.youtube.com/watch?v=jOPPq90khJA&pp=ygUJI29ubHlqdXN0,2016,3:04
2023,81,Every Hour,Every Hour,David Leonard,Josh Baldwin,,,,,783,https://open.spotify.com/track/71kx93SK386TepgoiTjG3K,https://open.spotify.com/album/5j1m4cIrI0ovGbnKrLAxdt,https://open.spotify.com/artist/2r9qoFx4EhGP8RYFQ4eMIE,https://open.spotify.com/artist/2cB6hX2LI14KUTAevpaYn2,,,,,Worship,https://www.youtube.com/watch?v=vle6HsInjB4,https://www.youtube.com/watch?v=koOcYshDTKo,2023,3:52
2023,82,Goodness Gracious,Goodness Gracious,SONS THE BAND,,,,,,784,https://open.spotify.com/track/7eXFB2MV8rGqDiXtiZSth5,https://open.spotify.com/album/0uIehFm27HNb6XPaTBNF1O,https://open.spotify.com/artist/0HRtriOgRf9dPnJJf9mNqL,,,,,,Worship,,,2023,3:35
2023,83,Without You,Without You,John Newman,Nina Nesbitt,,,,,785,https://open.spotify.com/track/1SUbExhoNkAI1SnLNIhh8M,https://open.spotify.com/album/6pUAHkIrX7eacyG83ZlVxU,https://open.spotify.com/artist/34v5MVKeQnIo0CWYMbbrPf,https://open.spotify.com/artist/7AzjETXRUKNRSJHMW9GIqd,,,,,Pop,,,2019,3:27
2023,84,Give Me Faith,Kingdom Come,Elevation Worship,,,,,,786,https://open.spotify.com/track/0Iahiy5y1VEmuwTFb65tG8,https://open.spotify.com/album/1wnfwokJAwNET0FZ4X2KCH,https://open.spotify.com/artist/3YCKuqpv9nCsIhJ2v8SMix,,,,,,Worship,https://www.youtube.com/watch?v=MmSnf9AsQYc,https://www.youtube.com/watch?v=MmSnf9AsQYc,2010,4:54
2023,85,Hearts On Fire - Acoustic,Hearts On Fire (Acoustic),Gavin James,,,,,,787,https://open.spotify.com/track/2FSr8t4trgjE8E9HHIm5Ku,https://open.spotify.com/album/2zBSvJVOG3aQPyueCDpCeB,https://open.spotify.com/artist/25tMQOrIU4LlUo6Sv8v5SE,,,,,,Alternative,,,2017,3:51
2023,86,The Older I Get,Where Have You Gone,Alan Jackson,,,,,,788,https://open.spotify.com/track/3F3gKRquZTnQJB37AVd89I,https://open.spotify.com/album/5AOdiY7XlBfcv7sfexeEjc,https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS,,,,,,Country,,,2021,3:49
2023,87,Wilder Days,Reckless,Morgan Wade,,,,,,789,https://open.spotify.com/track/2vubFQgAJO5SeuVa7ytIHc,https://open.spotify.com/album/1PuZ5juin9Mpt3Tyiygzio,https://open.spotify.com/artist/4eYE8Z6cfEHEdG22lTyucP,,,,,,Country,,,2021,4:11
2023,88,Easy,Easy,Aidan Martin,,,,,,790,https://open.spotify.com/track/03UOUsopr9Nq6Ij4l38ksE,https://open.spotify.com/album/3qjvs5d8MHDjkHnIWP2bIq,https://open.spotify.com/artist/3JKrNnhjEv9h3fyKhQpylb,,,,,,Pop,,,2021,2:55
2023,89,Not Supposed To Know Each Other,Born in July,Taylor Edwards,,,,,,791,https://open.spotify.com/track/2K52TQ4HqTz2ZbCrhkFw0p,https://open.spotify.com/album/3Y22F7f6OISIYwTirf2E6R,https://open.spotify.com/artist/2LMvoFcHZ0G38iO4Jra8ki,,,,,,Country,,,2021,2:41
2023,90,Easy To Praise,Wild Faith,Patrick Mayberry,,,,,,792,https://open.spotify.com/track/31qTmjToXtN5jh0zyo7GtZ,https://open.spotify.com/album/1ybHQRHlfblO0BVyidcv7T,https://open.spotify.com/artist/4ry1oelvTLzDwOKVxLpzwo,,,,,,Worship,,,2023,3:28
